"date_time","traffic_volume","rain","snow","clouds","temperature"
2012-10-06 22:00:00,3202,0,0,90,276.9
2012-10-06 23:00:00,1941,0,0,75,276.34
2012-10-07 00:00:00,1233,0,0,75,276.11
2012-10-07 01:00:00,447.25,0,0,46,281.71675
2012-10-07 02:00:00,326.25,0,0,55.75,281.30675
2012-10-07 03:00:00,323,0,0,90,275.73
2012-10-07 04:00:00,312,0,0,90,275.65
2012-10-07 05:00:00,627,0,0,75,275.51
2012-10-07 06:00:00,1508,0,0,90,275.05
2012-10-07 07:00:00,1539,0,0,90,274.77
2012-10-07 08:00:00,2232,0,0,75,274.77
2012-10-07 09:00:00,4568,0,0,75,275.55
2012-10-07 10:00:00,4624,0,0,75,276.24
2012-10-07 11:00:00,4529,0,0,90,277.01
2012-10-07 12:00:00,5139,0,0,90,277.43
2012-10-07 13:00:00,6640,0,0,90,278.45
2012-10-07 14:00:00,6589,0,0,90,279.27
2012-10-07 15:00:00,4429,0,0,90,279.27
2012-10-07 16:00:00,4329,0,0,90,279.44
2012-10-07 17:00:00,3833,0,0,90,279.32
2012-10-07 18:00:00,4015,0,0,90,279.27
2012-10-07 19:00:00,3382,0,0,90,278.11
2012-10-07 20:00:00,2815,0,0,75,276.79
2012-10-07 21:00:00,2110,0,0,90,275.73
2012-10-07 22:00:00,1555,0,0,75,274.88
2012-10-07 23:00:00,959,0,0,20,273.92
2012-10-08 00:00:00,455,0,0,20,273.08
2012-10-08 01:00:00,336,0,0,20,272.62
2012-10-08 02:00:00,265,0,0,1,271.78
2012-10-08 03:00:00,314,0,0,1,271.05
2012-10-08 04:00:00,779,0,0,1,270.63
2012-10-08 05:00:00,2571,0,0,1,270.33
2012-10-08 06:00:00,5563,0,0,20,269.61
2012-10-08 07:00:00,6676,0,0,20,270.01
2012-10-08 08:00:00,5966,0,0,20,271.23
2012-10-08 09:00:00,4832,0,0,20,273.71
2012-10-08 10:00:00,4395,0,0,20,276.77
2012-10-08 11:00:00,4411,0,0,20,279.47
2012-10-08 12:00:00,4648,0,0,1,279.84
2012-10-08 13:00:00,4602,0,0,40,282.34
2012-10-08 14:00:00,5125,0,0,40,282.94
2012-10-08 15:00:00,5502,0,0,1,283.48
2012-10-08 16:00:00,5979,0,0,1,284.33
2012-10-08 17:00:00,5663,0,0,40,284.48
2012-10-08 18:00:00,4259,0,0,40,284.23
2012-10-08 19:00:00,3069,0,0,20,281.99
2012-10-08 20:00:00,2378,0,0,1,279.81
2012-10-08 21:00:00,2030,0,0,1,279.35
2012-10-08 22:00:00,1400,0,0,1,278.9
2012-10-08 23:00:00,917,0,0,1,278.46
2012-10-09 00:00:00,515,0,0,1,277.78
2012-10-09 01:00:00,302,0,0,1,277.27
2012-10-09 02:00:00,251,0,0,1,277.47
2012-10-09 03:00:00,381.25,0,0,0.75,281.2425
2012-10-09 04:00:00,798,0,0,20,276.97
2012-10-09 05:00:00,2678,0,0,40,276.52
2012-10-09 06:00:00,5733,0,0,40,276.6
2012-10-09 07:00:00,6449,0,0,75,277.31
2012-10-09 08:00:00,5765,0,0,90,278.38
2012-10-09 09:00:00,5599,0,0,90,279.35
2012-10-09 10:00:00,4534,0,0,90,281.37
2012-10-09 11:00:00,4691,0,0,90,283.11
2012-10-09 12:00:00,5067,0,0,75,284.08
2012-10-09 13:00:00,5030,0,0,75,285.14
2012-10-09 14:00:00,5300,0,0,90,286.35
2012-10-09 15:00:00,5777,0,0,100,287.23
2012-10-09 16:00:00,6349,0,0,90,288.53
2012-10-09 17:00:00,6127,0,0,90,290.37
2012-10-09 18:00:00,4460,0,0,90,290.13
2012-10-09 19:00:00,3418,0,0,75,288.86
2012-10-09 20:00:00,2775,0,0,90,287.36
2012-10-09 21:00:00,2306,0,0,90,285.11
2012-10-09 22:00:00,1846,0,0,90,283.46
2012-10-09 23:00:00,947,0,0,90,282.45
2012-10-10 00:00:00,494,0,0,90,281.88
2012-10-10 01:00:00,332,0,0,90,281.78
2012-10-10 02:00:00,261,0,0,75,281.09
2012-10-10 03:00:00,361,0,0,90,281.17
2012-10-10 04:00:00,830.666666666667,0,0,0.666666666666667,280.544
2012-10-10 05:00:00,2229,0,0,0.75,280.14625
2012-10-10 06:00:00,5875,0,0,92,281.25
2012-10-10 07:00:00,6793,0,0,99,281.25
2012-10-10 08:00:00,6283,0,0,99,280.1
2012-10-10 09:00:00,5680,0,0,99,279.61
2012-10-10 10:00:00,4632,0,0,99,279.67
2012-10-10 11:00:00,4887,0,0,1,280.19
2012-10-10 12:00:00,5030,0,0,75,282.09
2012-10-10 13:00:00,5067,0,0,75,282.26
2012-10-10 14:00:00,5227,0,0,90,282.05
2012-10-10 15:00:00,5610,0,0,90,281.59
2012-10-10 16:00:00,6286,0,0,81,281.23
2012-10-10 17:00:00,5194.25,0,0,2.75,292.86575
2012-10-10 18:00:00,4775,0,0,81,282.6
2012-10-10 19:00:00,3340,0,0,81,282.6
2012-10-10 20:00:00,3013,0,0,81,282.6
2012-10-10 21:00:00,2603,0,0,81,282.6
2012-10-10 22:00:00,1910,0,0,81,282.6
2012-10-10 23:00:00,1037,0,0,81,282.6
2012-10-11 00:00:00,950.75,0,0,19.5,287.0385
2012-10-11 01:00:00,347,0,0,1,273.9
2012-10-11 02:00:00,390.5,0,0,14.75,286.041
2012-10-11 03:00:00,350,0,0,75,274.4
2012-10-11 04:00:00,850,0,0,75,274.05
2012-10-11 05:00:00,2791,0,0,40,273.71
2012-10-11 06:00:00,5809,0,0,1,272.66
2012-10-11 07:00:00,6798,0,0,1,272.65
2012-10-11 08:00:00,6304,0,0,1,272.52
2012-10-11 09:00:00,5291,0,0,20,275.19
2012-10-11 10:00:00,4638,0,0,1,275.34
2012-10-11 11:00:00,4168.5,0,0,24.25,290.3175
2012-10-11 12:00:00,4334.5,0,0,36.75,292.61225
2012-10-11 13:00:00,4029,0,0,41,292.753
2012-10-11 14:00:00,5557,0,0,50,284.1
2012-10-11 15:00:00,5818,0,0,50,284.1
2012-10-11 16:00:00,6272,0,0,75,283.78
2012-10-11 17:00:00,5944,0,0,75,283.52
2012-10-11 18:00:00,4949,0,0,90,283.32
2012-10-11 19:00:00,3511,0,0,90,282.06
2012-10-11 20:00:00,3039,0,0,90,281.95
2012-10-11 21:00:00,2679,0,0,90,281.81
2012-10-11 22:00:00,2094,0,0,90,282.16
2012-10-11 23:00:00,1284,0,0,90,282.53
2012-10-12 00:00:00,630,0,0,90,283.91
2012-10-12 01:00:00,410,0,0,90,284.64
2012-10-12 02:00:00,331,0,0,90,284.61
2012-10-12 03:00:00,372,0,0,72,283.18
2012-10-12 04:00:00,739,0,0,72,282.26
2012-10-12 05:00:00,2561,0,0,72,280.77
2012-10-12 06:00:00,5586,0,0,75,278.53
2012-10-12 07:00:00,6992,0,0,75,277.64
2012-10-12 08:00:00,5860,0,0,90,277.9
2012-10-12 09:00:00,5230,0,0,90,278.18
2012-10-12 10:00:00,4864,0,0,75,279.29
2012-10-12 11:00:00,5146,0,0,75,280.45
2012-10-12 12:00:00,5526,0,0,40,280.95
2012-10-12 13:00:00,5383,0,0,40,281.74
2012-10-12 14:00:00,5758,0,0,75,281.84
2012-10-12 15:00:00,5889,0,0,75,282.45
2012-10-12 16:00:00,6057,0,0,75,282.2
2012-10-12 17:00:00,6028,0,0,40,281.54
2012-10-12 18:00:00,5257,0,0,20,280.21
2012-10-12 19:00:00,3246,0,0,47.3333333333333,283.467666666667
2012-10-12 20:00:00,2721.66666666667,0,0,47.3333333333333,283.097666666667
2012-10-12 21:00:00,2447.66666666667,0,0,31.6666666666667,281.686666666667
2012-10-12 22:00:00,1697.33333333333,0,0,30.3333333333333,281.466666666667
2012-10-12 23:00:00,1897,0,0,56,282.2
2012-10-13 00:00:00,1335,0,0,1,272.58
2012-10-13 01:00:00,769,0,0,1,272.06
2012-10-13 02:00:00,570,0,0,1,270.99
2012-10-13 03:00:00,413,0,0,20,270.29
2012-10-13 04:00:00,399,0,0,1,269.48
2012-10-13 05:00:00,740,0,0,1,269.27
2012-10-13 06:00:00,1420,0,0,1,268.91
2012-10-13 07:00:00,2220,0,0,75,268.98
2012-10-13 08:00:00,3479,0,0,40,269.23
2012-10-13 09:00:00,4546,0,0,40,272.61
2012-10-13 10:00:00,4579,0,0,20,276.78
2012-10-13 11:00:00,4438,0,0,1,279.22
2012-10-13 12:00:00,4623,0,0,1,280.35
2012-10-13 13:00:00,4440,0,0,1,281.81
2012-10-13 14:00:00,4495,0,0,1,283.05
2012-10-13 15:00:00,4483,0,0,1,283.96
2012-10-13 16:00:00,4591,0,0,1,284.53
2012-10-13 17:00:00,4477,0,0,1,284.44
2012-10-13 18:00:00,4221,0,0,1,283.64
2012-10-13 19:00:00,3672,0,0,20,281.85
2012-10-13 20:00:00,3015,0,0,1,281.38
2012-10-13 21:00:00,2769,0,0,75,281.84
2012-10-13 22:00:00,2875,0,0,90,282.23
2012-10-13 23:00:00,1931,0,0,90,282.18
2012-10-14 00:00:00,1309,0,0,90,282.49
2012-10-14 01:00:00,870,0,0,90,282.54
2012-10-14 02:00:00,654,0,0,90,282.58
2012-10-14 03:00:00,364,0,0,90,282.23
2012-10-14 04:00:00,262,0,0,90,282.08
2012-10-14 05:00:00,505,0,0,90,282.23
2012-10-14 06:00:00,861,0,0,90,282.24
2012-10-14 07:00:00,1132,0,0,90,282.24
2012-10-14 08:00:00,1797,0,0,57,282.24
2012-10-14 09:00:00,2685,0,0,57,282.43
2012-10-14 10:00:00,3370,0,0,57,282.33
2012-10-14 11:00:00,3662,0,0,57,282.82
2012-10-14 12:00:00,4076,0,0,57,283.33
2012-10-14 13:00:00,4128,0,0,93,283.75
2012-10-14 14:00:00,4358,0,0,93,284.09
2012-10-14 15:00:00,4342,0,0,93,284.55
2012-10-14 16:00:00,4234,0,0,93,284.68
2012-10-14 17:00:00,4271,0,0,93,284.64
2012-10-14 18:00:00,4080,0,0,93,284.4
2012-10-14 19:00:00,3453,0,0,93,284.17
2012-10-14 20:00:00,2718,0,0,93,284.03
2012-10-14 21:00:00,2439,0,0,93,283.58
2012-10-14 22:00:00,1819,0,0,93,283.04
2012-10-14 23:00:00,1002,0,0,93,281.95
2012-10-15 00:00:00,542,0,0,93,281.61
2012-10-15 01:00:00,303,0,0,85,281.57
2012-10-15 02:00:00,239,0,0,85,281.42
2012-10-15 03:00:00,335,0,0,85,281.29
2012-10-15 04:00:00,810,0,0,85,281.02
2012-10-15 05:00:00,2606,0,0,85,280.82
2012-10-15 06:00:00,5714,0,0,85,280.39
2012-10-15 07:00:00,6798,0,0,100,280.19
2012-10-15 08:00:00,6114,0,0,100,279.82
2012-10-15 09:00:00,5094,0,0,100,279.75
2012-10-15 10:00:00,4473,0,0,100,280.07
2012-10-15 11:00:00,4529,0,0,90,280.32
2012-10-15 12:00:00,4823,0,0,100,281.72
2012-10-15 13:00:00,4872,0,0,40,284.01
2012-10-15 14:00:00,5238,0,0,1,285.88
2012-10-15 15:00:00,5584,0,0,1,286.87
2012-10-15 16:00:00,6246,0,0,20,287.6
2012-10-15 17:00:00,5957,0,0,20,287.27
2012-10-15 18:00:00,4535,0,0,20,286.18
2012-10-15 19:00:00,3234,0,0,75,285.2
2012-10-15 20:00:00,2677,0,0,75,284.68
2012-10-15 21:00:00,2077,0,0,90,284.49
2012-10-15 22:00:00,1380,0,0,20,283.54
2012-10-15 23:00:00,927,0,0,75,282.33
2012-10-16 00:00:00,500,0,0,20,281.21
2012-10-16 01:00:00,324,0,0,1,279.87
2012-10-16 02:00:00,257,0,0,1,278.93
2012-10-16 03:00:00,354,0,0,1,277.91
2012-10-16 04:00:00,769,0,0,1,277.21
2012-10-16 05:00:00,2769,0,0,1,276.61
2012-10-16 06:00:00,5789,0,0,1,276.11
2012-10-16 07:00:00,7055,0,0,20,274.81
2012-10-16 08:00:00,6408,0,0,20,274.99
2012-10-16 09:00:00,5254,0,0,20,277.91
2012-10-16 10:00:00,4547,0,0,20,280.71
2012-10-16 11:00:00,4784,0,0,20,283.85
2012-10-16 12:00:00,5015,0,0,40,286.01
2012-10-16 13:00:00,5057,0,0,1,286.31
2012-10-16 14:00:00,5430,0,0,75,288.15
2012-10-16 15:00:00,5813,0,0,75,289.15
2012-10-16 16:00:00,6496,0,0,75,288.99
2012-10-16 17:00:00,6429,0,0,75,288.86
2012-10-16 18:00:00,5142,0,0,90,288.16
2012-10-16 19:00:00,3311,0,0,68,287.28
2012-10-16 20:00:00,2777,0,0,90,287.04
2012-10-16 21:00:00,2331,0,0,90,286.9
2012-10-16 22:00:00,1767,0,0,90,287.09
2012-10-16 23:00:00,1093,0,0,90,287.09
2012-10-17 00:00:00,554,0,0,75,286.89
2012-10-17 01:00:00,333,0,0,75,286.93
2012-10-17 02:00:00,267,0,0,90,286.93
2012-10-17 03:00:00,358,0,0,90,287.07
2012-10-17 04:00:00,777,0,0,75,286.56
2012-10-17 05:00:00,2732,0,0,90,285.91
2012-10-17 06:00:00,5637,0,0,90,285.29
2012-10-17 07:00:00,5564,0,0,75,284.92
2012-10-17 08:00:00,6274,0,0,75,285.35
2012-10-17 09:00:00,5403,0,0,100,285.72
2012-10-17 10:00:00,4680,0,0,75,287.09
2012-10-17 11:00:00,4642,0,0,75,288.31
2012-10-17 12:00:00,4979,0,0,1,288.61
2012-10-17 13:00:00,4851,0,0,1,290.32
2012-10-17 14:00:00,4291,0,0,1,291.36
2012-10-17 15:00:00,4714,0,0,1,292.01
2012-10-17 16:00:00,6723,0,0,1,292.61
2012-10-17 17:00:00,6180,0,0,1,292.65
2012-10-17 18:00:00,4843,0,0,40,290.52
2012-10-17 19:00:00,3435,0,0,40,288.35
2012-10-17 20:00:00,2921,0,0,40,286.72
2012-10-17 21:00:00,2763,0,0,40,285.49
2012-10-17 22:00:00,1930,0,0,20,284.22
2012-10-17 23:00:00,1160,0,0,20,283.8
2012-10-18 00:00:00,654,0,0,20,283.72
2012-10-18 01:00:00,374,0,0,40,282.8
2012-10-18 02:00:00,301,0,0,99,282.32
2012-10-18 03:00:00,397,0,0,99,282.38
2012-10-18 04:00:00,794,0,0,90,282.76
2012-10-18 05:00:00,2564,0,0,99,282.88
2012-10-18 06:00:00,5358,0,0,75,284.18
2012-10-18 07:00:00,6441,0,0,90,284.69
2012-10-18 08:00:00,5536,0,0,90,285
2012-10-18 09:00:00,5256,0,0,99,286.9
2012-10-18 10:00:00,4619,0,0,90,288.35
2012-10-18 11:00:00,5107,0,0,90,289.59
2012-10-18 12:00:00,5147,0,0,99,288.27
2012-10-18 13:00:00,5283,0,0,90,286.41
2012-10-18 14:00:00,5704,0,0,90,285.96
2012-10-18 15:00:00,5887,0,0,90,287.04
2012-10-18 16:00:00,6307,0,0,90,287.18
2012-10-18 17:00:00,5953,0,0,90,286.94
2012-10-18 18:00:00,4519,0,0,90,286.01
2012-10-18 19:00:00,3427,0,0,100,284.67
2012-10-18 20:00:00,2921,0,0,100,283.44
2012-10-18 21:00:00,2649,0,0,100,282.51
2012-10-18 22:00:00,2005,0,0,90,281.9
2012-10-18 23:00:00,1177,0,0,90,281.85
2012-10-19 00:00:00,699,0,0,90,281.28
2012-10-19 01:00:00,436,0,0,87,280.97
2012-10-19 02:00:00,353,0,0,87,280.44
2012-10-19 03:00:00,399,0,0,87,280.02
2012-10-19 04:00:00,720,0,0,87,279.79
2012-10-19 05:00:00,2370,0,0,87,279.74
2012-10-19 06:00:00,5162,0,0,87,279.65
2012-10-19 07:00:00,5777,0,0,91,279.45
2012-10-19 08:00:00,5235,0,0,91,279.22
2012-10-19 09:00:00,4606,0,0,91,279.35
2012-10-19 10:00:00,4328,0,0,91,279.92
2012-10-19 11:00:00,4282,0,0,90,280.44
2012-10-19 12:00:00,4489,0,0,90,281
2012-10-19 13:00:00,4908,0,0,90,281.51
2012-10-19 14:00:00,5620,0,0,92,281.93
2012-10-19 15:00:00,5849,0,0,92,281.94
2012-10-19 16:00:00,4945,0,0,92,282.27
2012-10-19 17:00:00,4619,0,0,92,282.41
2012-10-19 18:00:00,4479,0,0,90,282.21
2012-10-19 19:00:00,3804,0,0,75,281.69
2012-10-19 20:00:00,2908,0,0,90,281.26
2012-10-19 21:00:00,2942,0,0,92,280.66
2012-10-19 22:00:00,3077,0,0,92,280.43
2012-10-19 23:00:00,2051,0,0,92,280.1
2012-10-20 00:00:00,1270,0,0,92,280.06
2012-10-20 01:00:00,773,0,0,96,280.28
2012-10-20 02:00:00,589,0,0,96,280.38
2012-10-20 03:00:00,432,0,0,96,280.62
2012-10-20 04:00:00,401,0,0,96,280.91
2012-10-20 05:00:00,759,0,0,96,280.96
2012-10-20 06:00:00,1313,0,0,96,281.13
2012-10-20 07:00:00,1824,0,0,100,281.28
2012-10-20 08:00:00,2787,0,0,100,281.19
2012-10-20 09:00:00,3713,0,0,100,281.7
2012-10-20 10:00:00,3815,0,0,100,282.02
2012-10-20 11:00:00,4339,0,0,100,282.35
2012-10-20 12:00:00,4613,0,0,100,282.71
2012-10-20 13:00:00,4507,0,0,48,283.31
2012-10-20 14:00:00,4452,0,0,90,283.79
2012-10-20 15:00:00,4636,0,0,75,284.2
2012-10-20 16:00:00,4810,0,0,90,284.32
2012-10-20 17:00:00,5125,0,0,75,284.13
2012-10-20 18:00:00,4337,0,0,40,283.14
2012-10-20 19:00:00,3644,0,0,40,281.4
2012-10-20 20:00:00,3107,0,0,20,280.47
2012-10-20 21:00:00,2929,0,0,20,279.52
2012-10-20 22:00:00,2865,0,0,48,278.85
2012-10-20 23:00:00,2340,0,0,48,278.12
2012-10-21 00:00:00,1372,0,0,48,277.94
2012-10-21 01:00:00,589,0,0,54,283.7125
2012-10-21 02:00:00,459.5,0,0,16.5,282.484
2012-10-21 03:00:00,424,0,0,24.3333333333333,283.412666666667
2012-10-21 04:00:00,734.333333333333,0,0,11.3333333333333,283.182666666667
2012-10-21 05:00:00,2063.66666666667,0,0,8.66666666666667,282.534666666667
2012-10-21 06:00:00,4066.66666666667,0,0,33.3333333333333,282.338
2012-10-21 07:00:00,4934.25,0,0,61,280.2235
2012-10-21 08:00:00,1928,0,0,60,275.93
2012-10-21 09:00:00,4483.5,0.125,0,45.5,286.89
2012-10-21 10:00:00,4222.5,0,0,47.25,282.121
2012-10-21 11:00:00,4521.75,0,0,43.5,282.4835
2012-10-21 12:00:00,4780.66666666667,0,0,47.3333333333333,287.518
2012-10-21 13:00:00,4725.5,0,0,58,284.8635
2012-10-21 14:00:00,5041.5,0,0,62.25,285.30575
2012-10-21 15:00:00,5306,0,0,72,285.67825
2012-10-21 16:00:00,5873.5,0,0,59.5,285.50825
2012-10-21 17:00:00,4695,0,0,75,284.09
2012-10-21 18:00:00,4335,0,0,75,282.6
2012-10-21 19:00:00,3451.5,0,0,46.75,282.827
2012-10-21 20:00:00,2937.75,0,0,23,281.3715
2012-10-21 21:00:00,2833.66666666667,0,0,43.3333333333333,279.698666666667
2012-10-21 22:00:00,1583,0,0,90,281.72
2012-10-21 23:00:00,959,0,0,90,281.26
2012-10-22 00:00:00,498,0,0,75,281.29
2012-10-22 01:00:00,306,0,0,75,281.01
2012-10-22 02:00:00,259,0,0,40,280.57
2012-10-22 03:00:00,324,0,0,75,280.54
2012-10-22 04:00:00,806,0,0,8,279.37
2012-10-22 05:00:00,2622,0,0,8,279.18
2012-10-22 06:00:00,5456,0,0,8,279.05
2012-10-22 07:00:00,4179,0,0,0.75,275.58775
2012-10-22 08:00:00,4310,0,0,41.5,277.33825
2012-10-22 09:00:00,4637,0,0,14,278.126666666667
2012-10-22 10:00:00,4324,0,0,38,282.7
2012-10-22 11:00:00,4378,0,0,40,286.17
2012-10-22 12:00:00,4639,0,0,75,288.61
2012-10-22 13:00:00,4546,0,0,20,290.59
2012-10-22 14:00:00,5006,0,0,75,292.21
2012-10-22 15:00:00,5361,0,0,75,293.56
2012-10-22 16:00:00,6101,0,0,40,293.43
2012-10-22 17:00:00,5781,0,0,40,293.4
2012-10-22 18:00:00,4272,0,0,20,291.47
2012-10-22 19:00:00,3091,0,0,20,289.17
2012-10-22 20:00:00,2434,0,0,1,287.28
2012-10-22 21:00:00,1984,0,0,1,286.1
2012-10-22 22:00:00,1383,0,0,75,285.45
2012-10-22 23:00:00,959,0,0,90,285.33
2012-10-23 00:00:00,511,0,0,90,285.07
2012-10-23 01:00:00,346,0,0,90,284.58
2012-10-23 02:00:00,253,0,0,75,283.88
2012-10-23 03:00:00,349,0,0,75,283.55
2012-10-23 04:00:00,807,0,0,20,282.85
2012-10-23 05:00:00,2669,0,0,20,282.42
2012-10-23 06:00:00,5210,0,0,75,282.13
2012-10-23 07:00:00,6083,0,0,40,281.85
2012-10-23 08:00:00,5790,0,0,20,281.85
2012-10-23 09:00:00,5484,0,0,75,283.07
2012-10-23 10:00:00,4407,0,0,90,284.53
2012-10-23 11:00:00,4725,0,0,75,285.6
2012-10-23 12:00:00,4826,0,0,90,286.63
2012-10-23 13:00:00,4945,0,0,99,286.75
2012-10-23 14:00:00,5065,0,0,90,287.97
2012-10-23 15:00:00,5618,0,0,99,288.54
2012-10-23 16:00:00,6094,0,0,90,288.72
2012-10-23 17:00:00,5844,0,0,90,288.53
2012-10-23 18:00:00,4649,0,0,90,288.16
2012-10-23 19:00:00,3180,0,0,90,287.59
2012-10-23 20:00:00,2963,0,0,90,287.21
2012-10-23 21:00:00,2450,0,0,90,286.29
2012-10-23 22:00:00,1613,0,0,90,285.7
2012-10-23 23:00:00,1021,0,0,90,285.61
2012-10-24 00:00:00,580,0,0,99,285.37
2012-10-24 01:00:00,298,0,0,90,285.51
2012-10-24 02:00:00,261,0,0,100,285.6
2012-10-24 03:00:00,408,0,0,100,285.99
2012-10-24 04:00:00,793,0,0,100,285.94
2012-10-24 05:00:00,2643,0,0,90,285.97
2012-10-24 06:00:00,5593,0,0,90,285.73
2012-10-24 07:00:00,5722,0,0,90,285.5
2012-10-24 08:00:00,5607,0,0,90,285.55
2012-10-24 09:00:00,5492,0,0,90,285.93
2012-10-24 10:00:00,4542,0,0,90,286.34
